epoch,acc,loss,val_acc,val_loss
0,0.95201238390092879,0.13428383013781378,0.57407407407407407,2.2456332106649142
1,0.95510835894859247,0.17075104159144425,0.54938271604938271,2.1581530497397905
2,0.95510835913312697,0.13637216940187724,0.56172839506172845,2.0559027827816245
3,0.96284829721362231,0.12563548745996905,0.57407407407407407,2.5030179936208841
